aa,first,last,rating,resourceid
,André,Hansen,74,190457
,Christian,Eriksen,85,190459
,Elias,Skogvoll,54,190460
,Bogdan,Mitrea,65,255658
,Florin,Tănase,71,223230
,Sergio,Quintero,60,223231
,Jhohan,Romaña,61,256000
,Uwe,Hünemeier,68,233814
,Marcelo,Benítez,72,157703
,Cameron,Saul,53,223241
,Besart,Berisha,68,256010
,Brian,Fernández,70,157707
,Nelson,Acevedo,71,223245
,Mats,Solheim,66,223247
Douglas Costa,Douglas,Costa de Souza,84,190481
,Eirik,Haugan,60,190483
,Víctor,Abrego,52,223253
,Aslak Fonn,Witry,70,256022
,Nkosi,Burgess,59,223255
,Mathis,Bolly,67,256024
,Ruben,Gabrielsen,70,190490
,Joss,Labadie,61,190491
,Cameron,Dunbar,54,190492
,Daniel,Opare,68,256029
,Ziggy,Gordon,62,190494
,Stephen,Hendrie,62,223263
,Danny,Hoesen,67,223264
,Kamal-Deen,Sulemana,63,190497
,Andri Fannar,Baldursson,57,256035
,Nenad,Krstičić,72,256036
,Anssi,Jaakkola,67,190501
,Herman,Haugen,58,157734
,Mario,Pašalić,77,256040
Etxeita,Xabier,Etxeita Gorritxat.,74,223273
,Soner,Dikmen,58,190507
,Cătălin,Căpățănă,53,252807
,Yamato,Wakatsuki,54,256045
,Martín,Correa,62,256048
,Famara,Diedhiou,71,256050
,Pablo,Martinez,73,223283
,John,Pulskamp,54,223284
,Flamur,Kastrati,64,256053
,Tony,Jantschke,75,190518
,Edgar,Benítez,67,190520
,Ryan,De Vries,54,190523
,Lévi,Ntumba,58,256060
,Alex,Cetiner,48,244746
Carraça,Rui Filipe,Caetano Moura,75,256062
,Thomas,Fontaine,68,223297
,Eliaquim,Mangala,74,190530
Míchel,Miguel Ángel,Herrero Javaloyas,73,190531
,Osvaldo,Martínez,71,190535
,Przemyslaw,Mystkowski,62,190536
,Jarosław,Jach,66,223305
,Jarosław,Kubicki,67,223306
Pedro Sánchez,Pedro Antonio,Sánchez Moñino,71,223307
,Moisés,Caicedo,56,190542
,Adem,Ljajić,80,256079
,Christian,Dorda,66,190544
,Kamil,Glik,75,190545
,Zvonimir,Kožulj,70,190547
,Cenk,Alkılıç,66,244750
Mossa,José María,Angresola Jiménez,66,223320
,Daniel,Powell,65,190555
,Graham,Zusi,70,190556
,Ike,Opara,75,190557
,Pedro,Quiñonez,62,190558
,Omar,Gonzalez,71,190559
,Andrea,Conti,77,190560
Álvaro,Álvaro,Fernández Llorente,68,223329
,Alexander,Kogler,52,236515
,Mattia,Sprocati,68,256099
,Patrick,Seagrist,57,223332
Joelinton,Joelinton,Apolinário de Lira,75,256101
,Tanner,Tessmann,64,223334
,Stefan,Frei,75,256104
,Luke,Haakenson,53,190569
,René,Guder,63,256106
,Scott,Carson,70,239352
,Jack,Skahan,54,157804
,Elliot,Panicco,53,256110
,Matías,Caruzzo,72,256111
,Sebastián,Blanco,76,190576
,Ulises,Dávila,72,190577
,Yannik,Keitel,61,190581
,Michael,Smith,67,256118
Illarramendi,Asier,Illarramendi,80,190583
,Bogdan,Vătăjelu,68,190584
,Alexandru,Mateiu,67,223354
,Stefan,Hierländer,71,223355
,Michael,Sollbauer,68,190589
,Danijel,Aleksić,72,190592
,Marcel,Ziegl,66,190593
,Facundo,Torres,57,190597
,Markus,Ballmert,67,256136
,Mario,Engels,68,223369
,Mathías,Pintos,61,223370
,Kevin,Lewis,61,256139
,Darwin,Quintero,75,256140
,Mickey,Demetriou,63,190607
,Danny,Andrew,67,223381
,Josh,Falkingham,60,190620
,Carlos,Cuesta,70,190625
Ramón Enríquez,Ramón,Enríquez Rodríguez,63,233841
,Henrik,Dalsgaard,73,252943
,Gastón,Sauro,68,190633
,Yusupha,Njie,69,190634
,Antonio,Ríos,71,239303
,Igor,Armaș,63,190636
,Muslim,Al Furayj,62,190637
,Victor,Pálsson,72,223407
,Hiroshi,Ibusuki,64,190640
Madger Gomes,Madger Antonio,Gomes Ajú,60,190644
,Isaac,Brizuela,73,239305
,Quentin,Westberg,69,190653
,Benedikt,Zech,68,157888
,Hervé,Bazile,67,223426
,William,Pacho,52,190659
,Daniel,Luxbacher,63,256196
,Julian,Schieber,71,223429
,Jonathan,Obika,64,190664
,Manuel,Gulde,74,190665
,Marco,Terrazzino,70,190666
,Oscar,Jansson,68,190667
,Dominic,Maroh,64,190669
,Mike,Frantz,69,190670
,Benjamin,André,80,190671
,Giuseppe,Di Serio,59,190674
,Anthony,D'Alberto,71,256214
,Will,Vint,54,233849
,Iba,May,62,256217
,Muğdat,Çelik,67,256218
,Magnus Risgaard,Jensen,55,223452
,Reziuan,Mirzov,71,256222
,Jack,Taylor,62,223458
,Milton,Benítez,65,233851
Leandro Domingues,Leandro,Domingues Barbosa,65,190694
,Erik,Engelhardt,59,157931
,Ersan,Gülüm,65,250763
Filipe Melo,Filipe Joaquim,Melo Silva,66,125167
,Erik,Jirka,67,223473
,Joaquín,Zeballos,62,255699
,Michail,Antonio,78,256249
,Max,Melbourne,61,190717
,Tosaint,Ricketts,61,239317
,Aleksandar,Pešić,71,190720
,Yuta,Someya,65,223489
,Marvin,Pourié,66,255225
,Malick,Thiaw,62,190724
,Armando,León,59,256261
,Paul,Marie,60,256262
,Tetsushi,Yamakawa,57,243126
,Emanuel,Cecchini,71,254847
,Mauricio,Asenjo,65,223498
,Kamil,Biliński,62,223499
,Adrían,Spörle,64,190732
,Håvard,Nielsen,70,223501
,Gustavo,Fernández,65,190738
,Simon,Falette,73,190742
,Marco,Silvestri,77,206553
Ortuño,Alfredo,Ortuño Martínez,69,190745
,Yasin,Öztekin,73,190747
Danilo,Danilo Barbosa,da Silva,74,190748
Rafael Silva,Rafael,Feital da Silva,69,223517
,Jan,Kirchhoff,66,223518
,Dennis,Eckert Ayensa,68,190752
,Edoardo,Goldaniga,70,239323
,Salvatore,Bocchetti,72,223524
,Marcus,Forss,64,168326
,Tolgay,Arslan,74,241523
,Pascal,Groß,77,190761
,Eugenio,Lamanna,71,190765
,Luca,Oyen,60,190769
,Matt,Besler,70,256307
Jonathan Cafú,Jonathan Renato,Barbosa,72,190772
,Jeroen,Zoet,76,223543
Rúben Micael,Rúben Micael,F. da Ressureição,70,190778
,Sean,Johnson,72,190779
,Jonas,Omlin,77,190780
,Lee,Gregory,68,223550
,Joey,DeZart,59,223551
,Aldo,López,58,256320
,Karabo,Molefe,52,256322
,Josip,Šutalo,61,256323
,Elio,Castro,65,256325
,Lionel,Messi,93,190790
,Patrik,Hrošovský,74,158023
,Wessel,Dammers,69,244791
,Gjoko,Zajkov,63,223566
Nuha,Nuha,Marong Krubally,67,223568
,Junior,Sambia,68,223569
,Giorgi,Papunashvili,67,223570
,Antoine,Batisse,65,239331
,Michael,Barrios,75,223572
Yazalde,Yazalde,Gomes Pinto,64,221306
Thiago,Thiago,Rodrigues de Souza,61,190807
Mata,Jaime,Mata Arnaiz,79,255716
Júnior Morais,Iraneuton Sousa,Morais Júnior,73,223578
,Stephan,El Shaarawy,79,233871
,Daley,Blind,82,190813
,Stefano,Callegari,67,190815
,Lukáš,Bielák,61,243129
,Eirik Holmen,Johansen,64,223589
,Omar,Elabdellaoui,76,190822
,Javier,Correa,71,190824
,Maxime,Spano-Rahou,68,223593
,John-Patrick,Strauß,66,223594
,Smail,Prevljak,71,223595
,Ruben,Aguilar,78,223596
,Callum,Cooke,61,223597
,Simon,Gefvert,54,223599
,Gustav,Ludwigson,63,256369
,Fabian,Bredlow,69,256370
Eraso,Javier,Eraso Goñi,75,223603
,Christian,Chimino,72,223608
,Isak Helstad,Amundsen,53,223615
,Vetle,Fiskerstrand,56,256384
,Peter,Pekarík,75,256385
Rui Correia,Rui Jorge,Farto Correia,67,190854
,Otto,Hindrich,59,223625
,Omar,Al Soma,77,248586
,Sigurd,Kvile,51,223627
,Saleh,Al Jaman,64,256396
Moncayola,Jon,Moncayola Tollar,73,223629
,Shaquill,Sno,63,247495
,Leart,Paqarada,71,256399
,Kévin,Théophile-Catherine,74,223633
,Andy,Polo,67,190868
,John,Boye,71,223637
Neymar Jr,Neymar,da Silva Santos Jr.,91,190870
,Timo,Baumgartl,74,190871
,Juraj,Kucka,77,223641
,Jason,Law,57,190875
,Patrick,Ferry,47,233882
,Michael,Harris,49,256414
,Mads,Sande,55,256415
,Filip,Jørgensen,61,256417
,A.J.,DeLaGarza,67,256418
,Sebastian,Ernst,67,190883
,Adam,Smith,75,223652
Fede,Federico,San Emeterio Díaz,73,190885
,Benoît,Costil,79,223654
Alex Baena,Alejandro,Baena Rodríguez,63,158121
,Tiago,Galletto,53,257279
,Blair,Spittal,63,255730
,Henrik,Falchener,51,223663
,Pierre,Bourdin,65,256435
,Marvin,Egho,65,223668
,Stefan,Posch,75,223670
,Aaron,Hunt,73,223671
Rhayner,Rhayner,Santos Nascimento,70,158138
,Rene,Renner,69,190907
,Tim,Rieder,66,223676
Salva Sevilla,Salvador,Sevilla López,74,223679
Granell,Àlex,Granell Nogué,73,158144
,Kamil,Wilczek,73,223682
,Octavio,Rivero,71,190915
,Timon,Wellenreuther,71,223685
,Fredy,Montero,72,223686
,Mick,Gudra,57,190919
,Wout,Weghorst,81,256456
,Sergio,Rochet,67,223689
,Alexander,Fuchs,65,223690
,Erik,Marxen,65,239351
,Robin,Gosens,82,223694
,Ervin,Zukanović,71,223697
,Mario,Sonnleitner,67,190931
,Mert,Kula,58,158167
,Lukáš,Hrádecký,83,223707
,Kian,Hansen,71,190941
,David,Jensen,69,190942
,Ethan,Johnston,50,190947
,Dorukhan,Toköz,73,256484
,Abou-Malal,Ba,64,223717
,Scott,Lynch,50,240694
,Steeven,Saba,61,247498
,Jamie,Leweling,67,255740
,Tanner,Beason,55,252448
,Stefan,Lainer,80,255136
,Ante,Kulušić,69,223724
,Tom,Aldred,66,190959
,Robert,Voloder,56,190962
,Seny,Dieng,63,256499
,Rolando,García Guerreño,69,239358
,Mamadou,Fall,70,223734
,Neil,Kilkenny,67,233897
,Xavier,Mous,67,162900
,Osvaldo,Alonso,75,223738
,Eduardo,Salvio,81,190971
,Stephen,Dooley,64,190972
,Greg,Stewart,68,223744
,Etzaz,Hussain,69,223746
,Mushaga,Bakenga,64,190979
Alberto Perea,Alberto,Perea Correoso,69,190981
,Gideon,Jung,71,190982
,Marlon,Torres,66,223751
,Marlon,Ritter,66,223752
,Marvin,Schulz,67,223755
Juanma,Juan Manuel,Marrero Monzón,70,223756
,Bradden,Inman,64,158221
,Ahmed,Elmohamady,71,190995
,Melayro,Bogarde,58,191005
,Luigi,Sepe,77,256544
,Andreja,Prokić,63,191011
,Magnus,Westergaard,56,223780
,Sheraldo,Becker,68,243283
,Recep,Niyaz,70,223790
,Srđan,Grahovac,70,223791
,Philipp,Schobesberger,69,223793
,Teun,Bijleveld,64,223794
,Gökhan,Töre,74,239369
,Gökhan,Karadeniz,67,191032
Warleson,Warleson,Lisboa Oliveira,63,223801
,George,Maris,62,255754
Alex Sandro,Alex Sandro,Lobo Silva,85,223810
,Carlos,Labrín,69,191043
João Afonso,João Ricardo,da Silva Afonso,69,206604
Juan Cámara,Juan del Carmen,Cámara Mesa,68,223818
,Tomás,Rincón,75,223819
Dídac Vilà,Dídac,Vilà Roselló,75,191053
Camora,Mário Jorge,Malico Paulino,72,191055
,Antonio,López,62,191058
Zheng Zhi,Zhi,Zheng,68,244835
,Sondre,Auklend,53,158293
,Manabu,Saito,68,256598
,Vedat,Bora,67,222991
,Bartłomiej,Wdowik,57,223839
,Jóhann Berg,Guðmundsson,77,255760
Gao Lin,Lin,Gao,67,191076
,Harlee,Dean,70,158309
,Sergej,Milinković-Savić,85,191079
,Patrick,Mortensen,70,223848
,Farrend,Rawson,64,191083
Agus Medina,Agustín,Medina Delgado,64,223852
,Dereck,Kutesa,68,223853
,Martín,Alaníz,66,233917
,Connor,Wickham,69,223856
,Rémi,Pillot,66,191089
,Florian,Wirtz,68,191093
,Matías,Melluso,71,256630
,Khaleem,Hyland,70,240956
,Sandi,Lovric,67,191096
,Tobias,Schützenauer,63,223866
,Dominik,Kalinowski,50,223868
,Robert,Lundström,66,255765
,Valentin,Rongier,80,191105
,Yacine,Bammou,69,223874
,Sean,McConville,66,223875
,Darnell,Furlong,71,191108
,Leonardo,Ramos,70,223877
,Alexander,Nübel,75,223879
,Stephan,Andersen,63,223885
,Deni,Alar,67,125586
,Paul,Bernardoni,78,191123
,Sebastian,Jacob,64,223898
,Faris,Pemi Moumbagna,57,223899
,Lago,Júnior,75,256669
,Perry,Ng,67,191135
,Piotr,Johansson,64,223905
,Victor,Wernersson,66,223907
,Alex,Palmer,65,223908
,Nana,Asare,71,223909
,Ryan,Raposo,59,158375
Hong Si Hoo,Si Hoo,Hong,54,255772
,Brandon,Comley,65,256685
,Samba,Sow,74,223918
,Cameron,Puertas,61,191151
,Marcus,Sandberg,70,256688
,Tobias,Sana,67,191153
,Mikael,Dyrestam,64,191154
,Samuel,Bastien,74,191157
,Nikola,Boranijašević,65,223926
,Aaron,Leya Iseka,70,256695
,Ken,Reichel,69,223929
,Gustaf,Nilsson,63,158394
,Barış,Yardımcı,68,223933
,Jakub,Kałuziński,56,223934
,Kylian,Hazard,69,255776
,Kye,Rowles,58,223938
,Alejandro,Bedoya,73,233931
,Dominik,Frieser,72,191173
,Javier,Pastore,77,239393
,Florian,Flecker,67,191180
David Soria,David,Soria Solís,82,239394
,Francois-Joseph,Sollacaro,59,223952
,Ali,Yasar,63,223011
,Lucas,Torreira,81,223958
,Rodney,Kongolo,68,223959
,Cameron,Humphreys-Grant,62,223962
Famana Quizera,Famana,Quizera,62,223963
,Niels,Hahn,62,256732
,Boris,Babić,64,244858
,Vaso,Vasić,69,223967
,James,Jones,61,223968
,Nemanja,Matić,80,223969
,Jesús,Isijara,70,191202
,Sébastien,Corchia,75,191209
,John,Brayford,66,191210
,Max,Clark,70,190247
,Rory,Watson,60,223981
,Ryan,Fallowfield,59,223982
,Nicolás,González,54,223984
,Dejan,Jaković,64,255784
,Lewis,Ward,62,191218
Unai Medina,Unai,Medina Pérez,69,223988
,Ömer Ali,Şahiner,74,191222
,Stefan,Mugoša,70,223017
,Caner Hüseyin,Bağ,63,223994
,Yusuf,Abdioğlu,61,256764
,Dame,Diop,64,256766
,Naif,Mousa,62,256767
Sergio Herrera,Sergio,Herrera Pirón,76,224002
,Issac,Schmidt,56,224003
,Godswill,Ekpolo,68,256776
José Suárez,José Aurelio,Suárez García,66,224009
,Michał,Rzuchowski,60,224010
Sergi Canós,Sergi,Canós Tenés,70,224012
,Mateusz,Szwoch,65,224013
Pedro Chirivella,Pedro,Chirivella Burgos,67,224014
,Marcel,Gaus,66,224019
,Sheyi,Ojo,67,191252
,Joel,Dixon,59,224021
,Abdullah,Al Zori,65,256792
,Abdulaziz,Al Dawsari,59,191260
,Adam,Marušić,77,191262
,Aaron,Kamardin,61,224031
,Salman,Al Faraj,72,256801
,Marvin,Schwäbe,68,191269
Juan Muñoz,Juan,Muñoz Muñoz,69,224041
,Néstor,Breitenbruch,70,224045
Chen Zhizhao,Zhizhao,Chen,62,224049
Li Yunqiu,Yunqiu,Li,63,224054
,Finley,Shrimpton,48,224055
,Johan,Mina,64,256826
,Rodrigo,Orihuela,52,256830
,Domingo,Blanco,72,255797
Reguero,Antonio,Reguero Chapinal,64,224065
,Hillel,Konaté,63,146571
,Karl,Toko-Ekambi,78,224068
André Simões,André Luís,Gomes Simões,74,224069
Luís Aurélio,Luís Miguel,Coimbra Aurélio,67,224075
,Leonel,Montano,58,224077
,Oribe,Peralta,70,256846
,Kalvin,Phillips,76,158543
,Malik,Tillman,61,224081
,James,Gomez,54,256853
,Nigel,Atangana,61,256855
,Marco,Komenda,65,224088
,Janik,Bachmann,64,224093
,Nolan,Mbemba,64,224094
,Charlie,Caton,51,224095
,Tyreece,Onyeka,50,256864
,Joe,Robbins,52,256865
,Lewie,Coyle,67,256866
,Adam,Ståhl,63,224099
,Kyohei,Noborizato,70,242055
,Erick,Aguirre,71,191333
,Shunsuke,Ando,60,224103
,Jacob,Greaves,61,191336
,Kevin,Álvarez,61,248602
,Richecard,Richard,61,247511
Ricardinho,Ricardo José,Varzim Miranda,65,256880
Dyego Sousa,Dyego Wilverson,Ferreira Sousa,76,224115
,Can,Bozdogan,64,224116
Baena,Ángel,Baena Pérez,63,256890
,Marius,Pahonțu,55,256894
,Lorenzo,Colombo,61,256895
,Darwin,Gómez,61,256899
,Saif,Al Qeshtah,61,224132
,Bruno,Scorza,51,244886
,Marcos,Riquelme,69,255809
Querol,David,Querol Blanco,66,224137
,Oscar,Pettersson,57,224143
,Shu,Kurata,68,246777
,Jimmy,McLaughlin,62,191378
,Mace,Goodridge,59,206659
,Javier,Salas,66,253427
,Henry,Martín,75,224150
,Johan,Lara,55,224151
,Takashi,Usami,70,255812
,Fabrice,N'Sakala,72,191388
,Renny,Folleco,52,191390
,Walter,Scott,56,255813
Dante,Dante Bonfim,Costa Santos,76,242057
,Mathieu,Debuchy,78,158625
,Mateusz,Żyro,62,158626
,Juan,Briones,54,244891
,Ethan,Dobbelaere,55,255814
,Innocent,Maela,68,256935
,Niko,Hämäläinen,67,239431
,Hasan Ali,Kaldırım,75,230055
,Naif,Hazazi,62,125871
Jordi Escobar,Jordi,Escobar Fernández,64,191409
Borja Iglesias,Borja,Iglesias Quintas,79,245331
,Christos,Tzolis,66,224179
,Albert,Grønbæk,52,256948
,Clint,Leemans,67,256949
,Jordy,de Wijs,71,224185
,Mohamed,Rayhi,68,224186
,Tomasz,Mokwa,61,224187
,Yoann,Barbet,70,224188
,Alessandro,Ciranni,68,224189
,Ramy,Bensebaini,79,224191
,Rodrigo,Aguirre,70,224196
,Adam,Karabec,67,224201
,Steve,Kroll,64,256970
,Ali,Al Mazaidi,62,224204
,Justin,Ospelt,57,191437
,Gianni,Antoniazzi,59,256974
,Ferhat,Saglam,52,256976
Yago Gomes,Yago,Gomes Do Nascimento,54,256977
,Samy,Mmaee,65,256978
,Cristian,Penilla,71,224211
,Nikolaos,Baxevanos,57,223054
,Kamil,Kruk,52,256983
,François,Kamano,75,256984
,Przemysław,Płacheta,69,224218
,Joachim,Andersen,76,239439
,Adam,Phillips,61,224221
,Emilio,Sánchez,64,224225
,Nicolò,Barella,80,224231
,William,Boyle,62,224232
,Dennis,Borkowski,58,224238
,Derrick,Luckassen,71,257007
,Danny,McNamara,59,224242
,Sebastián,Fassi,59,239443
,Mario,Bilate,64,224244
,Markus,Pettersen,61,224248
,Damian,Roßbach,68,233466
,Robin,Zentner,75,224250
,David,Edwards,64,224251
,Cristian,Pavón,79,158716
,Louis,Ameka Autchanga,64,224254
,Lucas,Orbán,72,244099
,Maciej,Pałaszewski,61,191488
,Kristoffer,Ajer,73,224257
Wang Huapeng,Huapeng,Wang,47,224258
,Jonjoe,Kenny,76,257689
,Joe,Williams,71,224263
,Ricardo,Rodríguez,53,224265
,Jorge,Padilla,54,257034
,Bernd,Gschweidl,63,257035
,Thomas,Goiginger,74,224270
,Fredrik,Holmé,53,224271
,Saeed,Al Rubaie,64,257040
,Ugo,Bertelli,60,235514
,Yakup Mert,Çakır,58,257042
,Berk,Çetin,60,255833
,Erol,Alkan,61,255834
,Lars Olden,Larsen,62,257056
Rúben Neves,Rúben Diogo,da Silva Neves,82,255835
,Lewis,Cook,75,224293
Hou Sen,Sen,Hou,60,224294
,Alex,Gersbach,64,191528
,Umut,Bulut,68,224297
Yu Yang,Yang,Yu,64,125995
,Karol,Świderski,71,191532
,Mateusz,Wieteska,67,224301
,Adam,Ryczkowski,60,224302
,Henrik,Heggheim,61,224303
,Tristan,Prendergast,53,257072
,Tennai,Watson,62,257074
,Leandro,Morante,60,224307
Joan Jordán,Joan,Jordán Moreno,79,257076
,Frederik,Børsting,64,224309
,Philipp,Tschauner,72,224311
,Shinzo,Koroki,71,158777
,Javier,Cabrera,71,191547
,Masahiko,Inoha,64,224317
,Jacob,Ballinger,54,191552
,Kjetil,Haug,57,257089
,Blati,Touré,62,224322
,Yasushi,Endo,67,224323
,James,Sánchez,68,191556
,Max,Kilman,64,224325
,Nicolás,Stefanelli,67,245336
Martín,Martín,Pascual Castillo,64,224330
,Yūya,Ōsako,75,244919
Park Joo Ho,Joo Ho,Park,70,191565
,Lucas,Cueto,63,191566
,Willem,Janssen,73,224335
,Matías,Orihuela,67,158800
,Andreas,Nyhagen,54,224337
Zheng Zheng,Zheng,Zheng,70,250792
Sergio Moreno,Sergio,Moreno Martínez,63,191572
,Andrés,Vilches,68,244921
,Lucas,Hoyos,75,224344
,Louis,Morison,48,224348
,Anyelo,Campos,64,257117
,Yutaro,Oda,53,254198
Jung Min Woo,Min Woo,Jung,54,255157
Dani Ramírez,Daniel,Ramírez Fernández,70,255846
,Andy,Cannon,65,224358
,Germán,Lanaro,71,224361
,Moussa,Doumbia,74,224367
Yao Junsheng,Junsheng,Yao,60,224368
,Jarrod,Bowen,77,242414
Philipe Sampaio,Philipe,Sampaio Azevedo,68,224371
,Abdoulaye,Seck,69,224376
,Mattia,Bani,72,217620
,Taiga,Hata,54,224378
,José Alfredo,Castillo,60,255850
,Jefferson,Gómez,66,158848
,Jordan,Larsson,71,224388
,Christophe,Psyché,66,224389
,Christian,Gentner,74,224391
Fábio Martins,Fábio,Santos Martins,77,158856
,Mats,Rits,75,224394
,Leandro,Chichizola,76,191627
,Jakub,Sypek,51,191628
,Yosuke,Yuzawa,62,257165
,Oleksandr,Syrota,65,255853
,Gabriel,Alanís,63,257170
,Kai,Koreniuk,57,224403
,Mathis,Picouleau,57,257173
,Christopher,Engelhart,57,257177
Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,81,257178
,Nicolás,Giraldo,62,224411
Luis Rioja,Luis,Rioja González,74,224413
,Maya,Yoshida,73,224415
,Samúel Kári,Friðjónsson,62,191648
,Stefan,Aškovski,68,224418
,Max,Reinthaler,64,224420
,Jérémie,Boga,77,224421
Kim Seung Gyu,Seung Gyu,Kim,72,224422
,Richard,Neudecker,65,191655
Lim Sang Hyub,Sang Hyub,Lim,63,224424
,Nicolas,Bürgy,62,191657
,Blessing,Eleke,67,224426
,Juan Ferney,Otero,72,244935
,Korbinian,Burger,64,224428
,Sauli,Väisänen,67,224433
,Adam,Buksa,68,224436
,Andi,Koshi,56,224438
,Julian,Pollersbeck,71,244937
Kwon Soon Hyung,Soon Hyung,Kwon,67,224440
,Bingourou,Kamara,73,191673
,Gonzalo,Montes,65,224442
,Haris,Belkebla,73,257211
,Gladwin,Shitolo,64,224444
,Gethin,Jones,64,224445
,Francisco,Contreras,64,224447
Jung San,San,Jung,63,257218
Maicon,Maicon,Pereira Roque,78,191684
Botía,Alberto Tomás,Botía Rabasco,71,191687
,Felipe,López,64,191688
Diogo Jota,Diogo José,Teixeira da Silva,80,257225
,Víctor,Salazar,73,224458
,Walter,Montoya,73,224459
Ba Dun,Dun,Ba,60,224461
He Chao,Chao,He,62,224466
Dong Chunyu,Chunyu,Dong,65,224470
Léo Matos,Leonardo,de Matos Cruz,75,224475
,Javier,Ajenjo Hyjek,54,158942
,Mathias,Greve,64,257249
,Kévin,Gameiro,79,224483
,Eamonn,Brophy,68,176600
,Furkan,Soyalp,65,224487
,Ertuğrul,Ersoy,69,224488
,Zeki,Çelik,77,224489
,Julio,Barroso,71,224490
,Rico,Henry,73,158956
,Alex,Purver,58,224494
,Lucas,Biglia,77,224498
,Daniel,Retamal,50,158963
,Timothée,Pembélé,63,247524
,Israel,Poblete,66,257270
,Karl,Söderström,62,224504
,Mario,Šitum,66,246433
Ander Herrera,Ander,Herrera Agüera,79,224506
,Ulises,Rivas,71,191740
,Walter,Bou,72,224509
,Frantzdy,Pierrot,68,224510
,Jeppe,Simonsen,63,244949
,Ryan,Kent,72,224515
,Alex,O'Hanlon,57,224520
,Zeno,Ibsen Rossi,60,224522
,Esteban,Burgos,70,257291
,Jerell,Sellars,62,224524
,Jordan,Lyden,62,224525
,Ben,Blythe,50,224526
,Fomba,Bourama,57,257295
,Shusaku,Nishikawa,71,255875
,John,Björkengren,61,217646
Iago,Iago Azevedo,dos Santos,71,246434
Pedro Nuno,Pedro Nuno,Fernandes Ferreira,75,224537
,Emmanuel,Boateng,76,224538
,Nery,Leyes,69,224540
,Maksymilian,Stryjek,60,224542
Zhao Honglue,Honglue,Zhao,67,224543
Wang Jinxian,Jinxian,Wang,61,224544
Wang Yaopeng,Yaopeng,Wang,56,224546
,Valon,Berisha,74,224550
,Sebastián,Benega,61,191783
Gao Jiarun,Jiarun,Gao,57,244956
Xu Jiamin,Jiamin,Xu,53,224554
Yu Rui,Rui,Yu,66,224555
,Fabián,Viáfara,71,224558
Gan Chao,Chao,Gan,53,222430
,Matías,Silvestre,69,224562
,Regan,Griffiths,49,159028
,Takahiro,Sekine,67,244958
,Steven,Taylor,70,232377
,Orbelín,Pineda,74,159034
Bruno Costa,Bruno Xavier,Almeida Costa,69,224574
,Jonathan,Pitroipa,66,244960
Lee Jae Sung,Jae Sung,Lee,64,159043
Jairo,Jairo,Izquierdo González,68,191814
,Rarmani,Edmonds-Green,59,224584
,Jessy,Benet,68,234039
,Yann,Bodiger,70,224590
,Harvey,Bunker,51,224591
,Michael,Eberwein,60,257364
,Vlad,Mitrea,54,224597
Yan Junling,Junling,Yan,73,257366
,Daniel,Linárez,62,224599
Zhang Wei,Wei,Zhang,62,252983
,Juan Manuel,Olivera,69,224602
Wang Shenchao,Shenchao,Wang,70,159067
,Cosmin,Dur-Bozoancă,59,224604
Cai Huikang,Huikang,Cai,67,257374
,Egzon,Kryeziu,58,224608
,Hassan,Muath,67,255888
,Abdulmalek,Al Khaibari,65,191842
Zheng Dalun,Dalun,Zheng,62,191843
,Craig,Bryson,67,224615
,Eduardo,Bravo,57,159080
Lin Chuangyi,Chuangyi,Lin,59,257385
Ji Xiaoxuan,Xiaoxuan,Ji,57,224618
Zhang Yi,Yi,Zhang,56,224619
,Leo,Donnellan,52,224620
Sun Le,Le,Sun,57,255890
,Henry,Onyekuru,77,224622
Fu Huan,Huan,Fu,65,234045
Yang Yun,Yun,Yang,59,224624
Dong Xuesheng,Xuesheng,Dong,65,191857
Yang Shiyuan,Shiyuan,Yang,57,191861
,Kacper,Michalski,60,224631
He Guan,Guan,He,65,244255
,Petar,Karaklajić,60,224633
Zheng Zhiyun,Zhiyun,Zheng,56,257402
Li Lei,Lei,Li,68,224638
Sun Kai,Kai,Sun,54,224648
Rafael Defendi,Rafael Garcia,Tonioli Defendi,71,224650
,Ola,Aina,73,224655
,Gustavo,Gutiérrez,53,224656
,Edgar,López,57,257425
,Omar,Rodríguez,55,257426
,Gerson,Vázquez,55,257427
,Maurice,Multhaup,67,257428
Yang Kuo,Kuo,Yang,64,224662
Xu Yang,Yang,Xu,61,224667
Yin Hongbo,Hongbo,Yin,66,224668
Qiao Wei,Wei,Qiao,56,224669
Yuan Ye,Ye,Yuan,55,224670
Li Shenglong,Shenglong,Li,62,224672
Wang Jianan,Jianan,Wang,61,224616
Zhong Jinbao,Jinbao,Zhong,60,224674
Kim Hyun Sung,Hyun Sung,Kim,63,224675
Kim Shin Wook,Shin Wook,Kim,76,191909
,Bafétimbi,Gomis,80,191910
Zhang Xiaobin,Xiaobin,Zhang,58,159145
Li Ang,Ang,Li,65,224685
Lee Bum Young,Bum Young,Lee,63,224690
Ye Chongqiu,Chongqiu,Ye,59,191924
Ge Zhen,Zhen,Ge,56,224693
,Chris,Garcia,52,224695
Liu Dianzuo,Dianzuo,Liu,68,255903
Luís Mata,Luís Carlos,Machado Mata,58,224702
,Mariusz,Fornalczyk,55,257471
,Jorge,Lumbreras,57,257473
Jurado,José Manuel,Jurado Marín,70,257474
Yusong Ni,Ni,Yusong,55,159171
